hard-maze,normal,328680,64,1.717632,2.520960
hard-maze,normal,328680,64,1.734400,2.409408
hard-maze,normal,328680,64,1.724192,2.489184
hard-maze,normal,328680,64,1.727104,2.502112
hard-maze,normal,328680,64,1.704800,2.370272
hard-maze,normal,328680,64,1.491936,2.301120
hard-maze,normal,328680,64,1.471680,2.288672
hard-maze,normal,328680,64,1.698208,2.372512
hard-maze,normal,328680,64,1.720448,2.501728
hard-maze,normal,328680,64,1.705632,2.427648
hard-maze,normal,328680,64,1.712544,2.507456
hard-maze,normal,328680,64,1.703680,2.427552
hard-maze,normal,328680,64,1.725248,2.517952
hard-maze,normal,328680,64,1.704512,2.433056
hard-maze,normal,328680,64,1.503392,2.281952
hard-maze,normal,328680,64,1.715904,2.484224
hard-maze,normal,328680,64,1.471136,2.191520
hard-maze,normal,328680,64,1.948096,2.728192
hard-maze,normal,328680,64,1.705184,2.421856
hard-maze,normal,328680,64,1.481824,2.252320
