f0001,normal,2953750,64,4.143328,8.354624
f0001,normal,2953750,64,4.168160,8.207200
f0001,normal,2953750,64,4.142208,8.345248
f0001,normal,2953750,64,4.177248,8.639552
f0001,normal,2953750,64,4.154752,8.183232
f0001,normal,2953750,64,4.150304,8.377024
f0001,normal,2953750,64,4.156896,8.524960
f0001,normal,2953750,64,4.174272,8.382176
f0001,normal,2953750,64,4.163744,8.502272
f0001,normal,2953750,64,4.164192,8.195488
f0001,normal,2953750,64,4.161600,8.348992
f0001,normal,2953750,64,4.177408,8.443872
f0001,normal,2953750,64,4.167072,8.204640
f0001,normal,2953750,64,4.151104,8.952192
f0001,normal,2953750,64,4.157376,8.361504
f0001,normal,2953750,64,4.182816,8.544320
f0001,normal,2953750,64,4.150848,8.390688
f0001,normal,2953750,64,4.172192,8.504032
f0001,normal,2953750,64,4.153504,8.508448
f0001,normal,2953750,64,4.144864,8.827296
